build_year,lat,living_area,long,municipality_name,zipcode,num_rooms,object_type_name,price,water_percentage_1000,travel_time_private_transport,travel_time_public_transport,number_of_buildings_in_hectare,number_of_apartments_in_hectare,number_of_workplaces_in_hectare,number_of_workplaces_sector_1_in_hectare,number_of_workplaces_sector_2_in_hectare,number_of_workplaces_sector_3_in_hectare,population_in_hectare
1998,47.4394035339355,250.0,8.96452331542969,Fischingen,8374,8.0,Einfamilienhaus,1250000.0,0.004071660636615146,36.0,70.0,2,2.0,0,0,0,0,3
1740,47.035026550293,275.0,8.15571975708008,Malters,6102,7.0,Mehrfamilienhaus,980000.0,0.019983220986464552,38.0,66.0,3,3.0,0,0,0,0,9
1968,47.09317779541021,131.0,7.246044635772709,Bellmund,2564,4.5,Einfamilienhaus,450000.0,0.00018440472432764305,25.0,51.0,2,3.0,0,0,0,0,3
1998,47.37520599365229,135.0,9.54666996002197,Altstätten,9450,5.5,Sonstiges,550000.0,0.0,67.0,101.0,12,12.0,3,0,3,3,42
2016,47.12873840332029,150.0,8.74075031280518,Einsiedeln,8840,4.5,Wohnung,1025000.0,0.009716489187365495,27.0,42.0,12,20.0,0,0,0,0,31
1947,47.31628036499021,135.0,8.10480403900146,Unterkulm,5726,5.0,Einfamilienhaus,695000.0,0.0,37.0,54.0,5,6.0,0,0,0,0,10
2010,46.1887321472168,168.0,6.13767242431641,Carouge (GE),1227,5.0,Wohnung,2150000.0,0.04262916020077903,0.0,0.0,13,130.0,35,0,7,28,449
1985,46.948307037353494,53.0,9.56692600250244,Landquart,7206,2.5,Wohnung,270000.0,0.0,61.0,74.0,13,49.0,5,0,3,4,148
2006,47.327392578125,175.0,8.59732723236084,Küsnacht (ZH),8700,5.0,Wohnung,2750000.0,0.01537904351730639,10.0,6.0,7,24.0,3,0,0,3,52
2017,46.3095817565918,124.0,6.904730319976809,Vionnaz,1895,4.5,Sonstiges,615000.0,0.0,28.0,58.0,7,7.0,0,0,0,0,22
1975,46.155155181884794,170.0,8.75869655609131,Ascona,6612,3.5,Wohnung,2370000.0,0.2835310620665397,35.0,74.0,5,6.0,0,0,0,0,11
1982,46.2250556945801,112.0,7.429442882537839,Mont-Noble,1973,6.0,Sonstiges,496000.0,0.0,64.0,118.0,8,9.0,3,3,0,0,7
2009,47.5217361450195,180.0,8.88668727874756,Hagenbuch,8523,6.5,Einfamilienhaus,1075000.0,0.00038800670064440516,30.0,52.0,9,10.0,3,0,0,3,25
1997,46.8217163085938,75.0,8.390049934387209,Engelberg,6390,3.5,Wohnung,470000.0,0.0261678493912855,58.0,113.0,13,38.0,3,0,3,3,23
2017,46.8624038696289,104.0,9.54184055328369,Chur,7000,3.5,Wohnung,1190000.0,0.0009152539753320846,66.0,79.0,5,18.0,3,0,0,3,34
2004,47.0625190734863,113.0,8.40361595153809,Küssnacht (SZ),6402,4.5,Wohnung,1140000.0,0.3903837849251043,26.0,54.0,8,13.0,3,0,0,3,26
1967,46.5930290222168,48.0,9.59258651733398,Surses,7460,2.5,Wohnung,295000.0,0.014464719499477176,94.0,158.0,4,19.0,0,0,0,0,14
1991,46.1561889648438,66.0,8.771176338195799,Ascona,6612,2.5,Wohnung,545000.0,0.17602261310437284,35.0,74.0,6,44.0,26,0,3,25,79
1993,47.1716156005859,64.0,8.44833469390869,Hünenberg,6333,2.5,Wohnung,695000.0,0.1746746125572134,23.0,49.0,8,22.0,5,0,0,5,60
1983,46.2045364379883,122.0,6.124511241912839,Genève,1203,4.5,Wohnung,1350000.0,0.08075416559234046,0.0,0.0,12,110.0,13,0,3,11,467
1928,46.2320556640625,78.0,6.13241052627563,Genève,1202,3.5,Wohnung,1150000.0,0.002245155441411132,5.0,7.0,0,0.0,0,0,0,0,0
2000,46.1845703125,302.0,8.72109413146973,Terre di Pedemonte,6654,7.0,Einfamilienhaus,1950000.0,0.013745008734139207,42.0,81.0,9,12.0,3,0,0,3,22
1970,47.4394683837891,165.0,9.54005813598633,Heiden,9410,6.5,Einfamilienhaus,660000.0,0.0025822847049015237,59.0,115.0,7,7.0,3,0,0,3,14
2010,47.2239837646484,240.0,8.681565284729,Wädenswil,8820,4.5,Sonstiges,1890000.0,0.4286446236530264,18.0,18.0,3,23.0,3,0,0,3,46
2001,47.5176811218262,175.0,7.59986209869385,Münchenstein,4142,5.5,Wohnung,1395000.0,0.0,7.0,6.0,16,17.0,3,0,0,3,38
1965,47.4395751953125,143.0,7.4983549118042,Dittingen,4243,5.0,Einfamilienhaus,540000.0,0.0,22.0,35.0,2,2.0,0,0,0,0,3
1984,46.7205200195313,150.0,7.06647253036499,Gibloux,1726,4.5,Mehrfamilienhaus,570000.0,0.0,25.0,64.0,16,17.0,0,0,0,0,53
1988,46.033538818359396,175.0,7.11115169525146,Orsières,1938,4.0,Sonstiges,895000.0,0.038513489679615265,59.0,87.0,9,10.0,0,0,0,0,5
1913,47.494468688964794,260.0,9.461989402771,Horn,9326,8.0,Einfamilienhaus,1350000.0,0.36031363593905,55.0,97.0,5,33.0,4,0,0,4,76
2001,46.52099609375,145.0,6.66760540008545,Pully,1009,4.5,Wohnung,1690000.0,0.0,5.0,4.0,1,1.0,0,0,0,0,0
1980,46.096378326415994,92.0,7.06646537780762,Martigny,1920,4.5,Wohnung,390000.0,0.012282911804703785,40.0,52.0,6,44.0,0,0,0,0,109
1986,47.248287200927706,124.0,8.18092727661133,Reinach (AG),5734,4.5,Einfamilienhaus,570000.0,0.00024752832120618503,38.0,67.0,7,16.0,3,0,0,3,40
2007,47.075344085693395,169.0,8.28096008300781,Emmen,6020,5.5,Einfamilienhaus,1198000.0,0.014893332554533331,34.0,68.0,14,29.0,3,0,0,3,73
1997,47.5536231994629,145.0,7.54834699630737,Allschwil,4123,5.5,Mehrfamilienhaus,1195000.0,0.0,8.0,6.0,19,56.0,3,0,0,3,131
2016,47.415489196777294,127.0,7.07302045822144,Porrentruy,2900,4.5,Wohnung,580000.0,0.0004713649872642669,48.0,73.0,8,16.0,4,0,0,4,31
2016,46.8374214172363,182.0,8.17122364044189,Giswil,6074,6.5,Einfamilienhaus,1350000.0,0.004178111958839797,53.0,93.0,10,12.0,3,0,0,3,37
1973,47.3842086791992,112.0,8.179736137390138,Lenzburg,5600,4.5,Wohnung,590000.0,0.006507063360156812,24.0,21.0,10,49.0,3,0,3,3,93
1981,46.541831970214794,60.0,7.38767528533936,Zweisimmen,3771,3.5,Wohnung,355000.0,0.008971752320002323,45.0,82.0,4,24.0,0,0,0,0,5
2018,47.528289794921896,211.0,7.81496286392212,Magden,4312,5.5,Mehrfamilienhaus,1190000.0,0.0,15.0,40.0,7,14.0,3,0,0,3,21
1992,47.502899169921896,170.0,8.54835414886475,Bachenbülach,8184,5.5,Wohnung,960000.0,0.0,13.0,26.0,10,24.0,12,0,3,10,58
1963,46.822227478027294,115.0,8.40068054199219,Engelberg,6390,5.5,Mehrfamilienhaus,865000.0,0.02377037833993127,58.0,113.0,6,5.0,0,0,0,0,17
1973,46.146324157714794,90.0,7.23281478881836,Riddes,1918,3.5,Wohnung,410000.0,0.0,47.0,83.0,4,4.0,3,0,0,3,5
1974,47.01701354980471,126.0,7.458242893218991,Münchenbuchsee,3053,4.5,Wohnung,558000.0,0.0,11.0,16.0,9,62.0,3,0,3,3,134
2005,47.5055084228516,125.0,9.40538024902344,Roggwil (TG),9325,4.5,Wohnung,595000.0,0.002091816096667622,55.0,107.0,11,34.0,3,0,3,3,53
2017,47.307315826415994,111.0,8.310572624206541,Boswil,5623,3.5,Wohnung,545000.0,0.0,22.0,39.0,7,7.0,0,0,0,0,20
1979,47.5615425109863,116.0,8.50021648406982,Glattfelden,8192,4.5,Einfamilienhaus,750000.0,0.010662624457249222,19.0,34.0,11,11.0,0,0,0,0,28
1998,47.4636306762695,128.0,8.96084022521973,Eschlikon,8360,4.5,Wohnung,605000.0,0.005607375373564614,35.0,35.0,10,17.0,3,0,3,3,39
2016,47.6435737609863,80.0,8.87560749053955,Eschenz,8264,3.5,Wohnung,450000.0,0.012693099353049613,37.0,78.0,5,5.0,3,0,3,3,11
1996,47.5445747375488,91.0,7.5608491897583,Binningen,4102,3.5,Wohnung,845000.0,0.0,4.0,10.0,10,17.0,4,0,0,4,24
2015,47.138126373290994,145.0,8.129087448120119,Nottwil,6207,4.5,Wohnung,790000.0,0.12097725013967132,41.0,61.0,3,26.0,3,0,0,3,66
1973,47.5538864135742,92.0,7.7978630065917995,Rheinfelden,4310,4.5,Wohnung,380000.0,0.05396217447303892,15.0,18.0,13,75.0,3,0,0,3,168
1995,47.30415344238279,114.0,7.94037103652954,Oftringen,4665,4.0,Wohnung,425000.0,0.0,32.0,51.0,10,80.0,3,0,3,3,163
1966,47.00150299072271,121.0,7.45413064956665,Zollikofen,3052,5.5,Mehrfamilienhaus,820000.0,0.0,9.0,14.0,4,4.0,0,0,0,0,6
1967,47.1872634887695,97.0,7.71247148513794,Herzogenbuchsee,3360,0.0,Einfamilienhaus,650000.0,0.0,27.0,32.0,15,15.0,0,0,0,0,36
2016,46.784996032714794,122.0,9.52844524383545,Churwalden,7075,5.5,Mehrfamilienhaus,1450000.0,0.00045948121638349817,76.0,115.0,3,3.0,0,0,0,0,0
2017,47.0275535583496,193.0,8.454196929931639,Weggis,6353,4.5,Einfamilienhaus,2380000.0,0.391220652459284,32.0,84.0,6,6.0,3,0,0,3,11
2006,47.5283355712891,189.0,7.89696931838989,Zuzgen,4315,7.5,Einfamilienhaus,820000.0,0.0,21.0,45.0,17,17.0,4,0,0,4,55
2017,47.2576789855957,112.0,8.70255088806152,Männedorf,8708,4.5,Wohnung,1185000.0,0.0005562053457127384,21.0,19.0,10,31.0,3,0,0,3,80
2015,47.2715950012207,134.0,8.65534114837646,Meilen,8706,3.5,Sonstiges,2250000.0,0.08448969424543397,18.0,12.0,5,16.0,0,0,0,0,42
1969,47.1014289855957,310.0,7.2862238883972195,Worben,3252,6.5,Einfamilienhaus,2300000.0,0.0,22.0,31.0,1,1.0,0,0,0,0,3
1933,46.73010635375979,128.0,7.674908638000491,Oberhofen am Thunersee,3653,4.5,Einfamilienhaus,1150000.0,0.31618909699274234,26.0,48.0,16,26.0,3,0,3,3,40
2011,47.4270439147949,100.0,8.619288444519041,Dietlikon,8305,4.5,Wohnung,890000.0,0.0003607143234453493,10.0,6.0,7,34.0,3,0,3,3,51
1987,47.6703491210938,126.0,9.07139492034912,Ermatingen,8272,4.5,Mehrfamilienhaus,775000.0,0.3008787122141273,42.0,93.0,8,8.0,3,0,0,3,18
1986,46.3743743896484,75.0,7.62632513046265,Leukerbad,3954,3.0,Wohnung,275000.0,0.0,80.0,124.0,6,43.0,3,0,0,3,17
1941,46.8531379699707,180.0,9.5373010635376,Chur,7000,6.0,Einfamilienhaus,1700000.0,0.0026091743564949517,66.0,79.0,6,26.0,7,0,0,7,31
2017,47.370246887207,130.0,9.20217990875244,Degersheim,9113,5.5,Einfamilienhaus,898000.0,0.0,49.0,78.0,9,9.0,3,0,0,3,32
2016,46.0803833007813,120.0,7.03987884521484,Martigny-Combe,1921,4.5,Wohnung,540000.0,0.0,47.0,65.0,2,2.0,0,0,0,0,4
2017,46.846248626709006,160.0,7.23263883590698,Schmitten (FR),3185,5.0,Einfamilienhaus,795000.0,0.0,15.0,16.0,3,5.0,3,0,3,0,8
1993,47.3348617553711,112.0,8.85502529144287,Bäretswil,8344,3.5,Wohnung,430000.0,0.000649356633003708,24.0,39.0,7,46.0,3,0,0,3,89
1962,47.281532287597706,41.0,8.97876358032227,Eschenbach (SG),8638,4.0,Sonstiges,385000.0,0.0,33.0,54.0,9,10.0,0,0,0,0,12
2015,47.295825958252,141.0,8.24354457855225,Fahrwangen,5615,4.5,Wohnung,644000.0,0.0,29.0,55.0,5,8.0,3,0,0,3,22
1954,46.8747062683105,220.0,9.88386631011963,Klosters-Serneus,7250,8.5,Einfamilienhaus,2490000.0,0.00614905761940369,85.0,112.0,5,10.0,0,0,0,0,16
2017,47.1500587463379,130.0,7.40222883224487,Rüti bei Büren,3295,5.5,Einfamilienhaus,674560.0,0.0,24.0,47.0,5,7.0,3,0,3,0,12
2013,46.52754211425779,215.0,6.5421895980835,Denges,1026,6.5,Einfamilienhaus,1600000.0,0.01387857039915847,10.0,10.0,2,16.0,3,0,0,3,26
2017,47.3555717468262,128.0,8.05208206176758,Oberentfelden,5036,5.5,Wohnung,750000.0,0.008224076106722123,30.0,44.0,8,38.0,3,0,0,3,80
1919,47.41703796386721,173.0,9.06432628631592,Kirchberg (SG),9602,6.5,Sonstiges,325000.0,0.009923783165671331,38.0,61.0,8,23.0,3,0,3,0,47
1973,46.5996589660645,52.5,9.59955596923828,Surses,7460,3.0,Wohnung,299000.0,0.0164963359401169,94.0,158.0,5,38.0,3,0,3,3,14
2000,47.3444137573242,157.0,7.85306596755981,Rickenbach (SO),4613,6.5,Einfamilienhaus,885000.0,0.3253701955110777,31.0,52.0,8,8.0,3,0,0,3,20
1995,47.48388671875,105.0,8.69876003265381,Winterthur,8406,3.5,Wohnung,595000.0,0.014685509496105512,16.0,17.0,18,43.0,3,0,0,3,89
1929,47.330257415771506,114.0,8.79837512969971,Wetzikon (ZH),8620,6.0,Einfamilienhaus,1350000.0,0.005937244007545252,20.0,17.0,10,10.0,0,0,0,0,24
2017,47.30717468261721,96.0,8.19275283813477,Boniswil,5706,3.5,Wohnung,745000.0,0.19808174761749534,33.0,44.0,3,3.0,0,0,0,0,4
1970,46.0968132019043,130.0,7.23155403137207,Bagnes,1936,6.0,Wohnung,1980000.0,0.0002684576505750181,59.0,86.0,6,51.0,0,0,0,0,20
1965,47.3434028625488,131.0,7.698656558990481,Mümliswil-Ramiswil,4717,5.0,Einfamilienhaus,465000.0,0.0014623828084136573,38.0,74.0,9,9.0,3,0,0,3,32
1982,47.5102119445801,118.0,8.46576499938965,Neerach,8173,4.5,Wohnung,745000.0,0.0007136363535946216,17.0,26.0,4,8.0,3,0,0,3,13
1997,47.4422950744629,143.0,8.199277877807619,Lupfig,5242,4.5,Mehrfamilienhaus,780000.0,0.0004285618210878791,19.0,42.0,12,33.0,0,0,0,0,86
2003,47.477142333984396,140.0,7.61580753326416,Dornach,4143,5.5,Mehrfamilienhaus,950000.0,0.0488276444849416,11.0,10.0,17,23.0,3,0,3,3,64
2017,47.3619041442871,158.0,8.222836494445799,Dintikon,5606,5.5,Einfamilienhaus,995000.0,0.00018543976839595312,26.0,29.0,11,11.0,3,0,0,3,29
2017,46.728973388671896,237.0,7.67435264587402,Oberhofen am Thunersee,3653,6.5,Wohnung,1750000.0,0.3952983681152381,26.0,48.0,14,23.0,4,0,0,4,35
1974,47.130313873290994,98.0,8.195957183837889,Sempach,6204,4.5,Wohnung,635000.0,0.20584465051138898,34.0,81.0,6,42.0,3,0,0,3,90
2010,47.524299621582,152.0,7.5909857749939,Basel,4059,5.5,Wohnung,1340000.0,0.0,0.0,0.0,10,22.0,0,0,0,0,54
1976,47.293304443359396,137.0,7.725781917572019,Oensingen,4702,5.5,Sonstiges,590000.0,0.005176691190925754,33.0,45.0,6,8.0,0,0,0,0,15
2006,46.1847152709961,135.0,7.38827848434448,Vex,1988,6.5,Sonstiges,930000.0,8.962969354190952e-05,59.0,95.0,10,10.0,3,0,0,3,0
1970,47.3063468933105,92.0,8.84298038482666,Hinwil,8340,3.5,Wohnung,730000.0,0.001160350652977847,22.0,25.0,4,17.0,0,0,0,0,24
2017,47.33019638061521,133.0,8.81241035461426,Wetzikon (ZH),8623,5.5,Wohnung,849000.0,0.0013446004047657663,20.0,17.0,10,40.0,5,0,3,4,96
2001,47.2005424499512,130.0,7.4261198043823216,Bettlach,2544,4.5,Sonstiges,650000.0,0.0010540243506703137,32.0,66.0,16,22.0,3,0,3,3,62
2013,47.4252738952637,98.0,8.271557807922362,Mellingen,5507,3.5,Wohnung,565000.0,0.05283809540667997,20.0,45.0,7,55.0,0,0,0,0,117
2003,46.168117523193395,60.0,8.79942607879639,Locarno,6600,2.5,Wohnung,475000.0,0.2103539650237865,35.0,57.0,7,57.0,33,0,3,31,102
1987,47.302799224853494,90.0,7.878140449523928,Rothrist,4852,4.5,Wohnung,440000.0,0.023295091874334786,32.0,41.0,7,39.0,3,0,0,3,81
2007,47.02360534667971,152.0,7.45625495910645,Münchenbuchsee,3053,5.5,Einfamilienhaus,930000.0,0.0017083560105524784,11.0,16.0,14,18.0,0,0,0,0,56
1988,47.0327262878418,110.0,8.42328548431396,Weggis,6353,3.5,Wohnung,850000.0,0.3290071077380261,32.0,84.0,6,29.0,0,0,0,0,40
1981,46.909740447998,150.0,6.560553073883059,Val-de-Travers,2123,6.0,Einfamilienhaus,620000.0,0.012934545869417806,49.0,105.0,8,13.0,3,0,3,3,27
1996,46.82112121582029,160.0,6.927100658416751,Payerne,1530,5.5,Einfamilienhaus,820000.0,0.013625191309115738,30.0,52.0,9,11.0,0,0,0,0,25
2012,47.4523506164551,91.0,8.42941093444824,Buchs (ZH),8107,3.5,Wohnung,680000.0,0.0,11.0,10.0,7,62.0,9,0,0,9,119
2018,47.4342155456543,172.0,9.41777992248535,St. Gallen,9016,5.5,Mehrfamilienhaus,1180000.0,0.0,48.0,71.0,7,19.0,0,0,0,0,48
2009,46.182769775390604,102.0,9.04853630065918,Bellinzona,6500,4.5,Wohnung,600000.0,0.0,26.0,25.0,5,5.0,0,0,0,0,3
1980,47.2413520812988,200.0,8.4684591293335,Mettmenstetten,8932,7.5,Einfamilienhaus,1850000.0,0.0,17.0,28.0,3,3.0,0,0,0,0,3
2003,47.4294929504395,145.0,8.64506149291992,Bassersdorf,8303,5.5,Mehrfamilienhaus,975000.0,0.0,11.0,10.0,23,23.0,3,0,3,3,91
1973,46.5889663696289,215.0,6.4625363349914595,Grancy,1117,8.0,Einfamilienhaus,1600000.0,0.0,17.0,40.0,1,1.0,0,0,0,0,3
1970,46.22611999511721,410.0,6.1210150718689,Le Grand-Saconnex,1218,10.0,Wohnung,3950000.0,0.0001669197157842096,5.0,6.0,9,22.0,5,0,3,4,126
2017,46.36166763305661,118.0,6.9278655052185085,Roche (VD),1852,4.5,Mehrfamilienhaus,695000.0,0.0009235400854255064,24.0,34.0,12,14.0,3,0,0,3,38
2005,46.29333114624021,109.0,6.99723720550537,Ollon,1867,4.5,Wohnung,650000.0,0.0,39.0,45.0,5,25.0,3,0,0,3,49
2013,47.5018157958984,190.0,8.414806365966799,Schöfflisdorf,8165,6.5,Einfamilienhaus,1590000.0,0.0,16.0,22.0,6,16.0,0,0,0,0,32
1969,47.1726570129395,67.0,8.29329204559326,Hochdorf,6280,3.5,Wohnung,360000.0,0.0008444582728112769,33.0,70.0,6,47.0,3,0,3,0,102
2017,47.3667106628418,127.0,7.9307074546814,Winznau,4652,5.5,Einfamilienhaus,788600.0,0.0638836680659651,36.0,49.0,10,12.0,3,0,0,3,24
1998,47.193752288818395,100.0,8.48859977722168,Steinhausen,6312,4.5,Wohnung,950000.0,0.001196652939349396,20.0,44.0,4,40.0,8,0,0,8,183
1978,46.3147315979004,75.0,6.86499166488647,Vionnaz,1899,3.5,Wohnung,209000.0,9.478304210876964e-05,28.0,58.0,6,60.0,3,0,3,3,40
1986,47.179351806640604,139.4,7.06798315048218,Courtelary,2608,5.5,Mehrfamilienhaus,675000.0,0.009368940077224237,44.0,64.0,14,14.0,3,0,0,3,37
1995,47.2467651367188,110.0,8.72527122497559,Stäfa,8712,4.5,Wohnung,945000.0,0.0013252515338579274,25.0,23.0,8,57.0,6,0,3,3,112
1995,46.81542587280271,125.0,9.26279449462891,Laax,7031,4.5,Sonstiges,1130000.0,0.009188982890038666,81.0,134.0,1,1.0,0,0,0,0,0
1635,47.3118476867676,98.0,8.52674674987793,Adliswil,8134,2.5,Wohnung,585000.0,0.02954037246991116,6.0,8.0,8,22.0,7,0,3,4,49
1976,47.4230079650879,207.0,8.308652877807619,Niederrohrdorf,5443,6.5,Einfamilienhaus,920000.0,0.0027325793371527646,19.0,38.0,20,22.0,3,0,0,3,47
2017,47.309719085693395,252.0,8.11840152740479,Unterkulm,5726,6.5,Einfamilienhaus,1305000.0,0.0,37.0,54.0,11,12.0,3,0,0,3,37
2017,46.714420318603494,122.0,9.53950119018555,Vaz/Obervaz,7078,4.5,Sonstiges,2350000.0,0.0,85.0,120.0,3,10.0,0,0,0,0,0
1998,46.9720039367676,134.0,7.1936993598938,Kerzers,3210,4.5,Wohnung,590000.0,0.0,14.0,19.0,6,25.0,7,0,3,6,59
1999,47.4688835144043,160.0,7.845394134521482,Gelterkinden,4460,5.5,Mehrfamilienhaus,890000.0,0.005725986862012782,21.0,28.0,10,13.0,3,0,0,3,28
2016,47.021213531494105,142.0,8.31359195709229,Horw,6048,5.5,Wohnung,1751000.0,0.0,36.0,74.0,18,23.0,5,0,0,5,67
1985,46.3825874328613,90.0,7.62459897994995,Leukerbad,3954,3.0,Wohnung,420000.0,0.0,80.0,124.0,10,60.0,3,0,0,3,33
1947,47.244312286377,130.0,8.17772769927979,Menziken,5737,5.0,Sonstiges,495000.0,0.00024752832120618503,38.0,70.0,9,15.0,0,0,0,0,15
1969,47.0578460693359,100.0,8.38499641418457,Meggen,6045,4.5,Wohnung,900000.0,0.05929623762208165,35.0,67.0,11,26.0,0,0,0,0,51
2016,46.9024314880371,165.0,7.190475940704348,Gurmels,3213,5.5,Einfamilienhaus,790000.0,0.0,19.0,43.0,1,2.0,0,0,0,0,5
1984,46.6095085144043,45.0,9.57303619384766,Surses,7464,2.5,Wohnung,230000.0,0.0,95.0,188.0,8,18.0,4,3,3,3,20
1985,46.5094108581543,106.0,9.85506534576416,Celerina/Schlarigna,7505,3.5,Wohnung,1450000.0,0.012340655069986871,101.0,198.0,7,56.0,3,0,0,3,105
1975,47.671070098877,227.0,9.0564546585083,Salenstein,8268,4.5,Einfamilienhaus,2250000.0,0.27252659042549915,42.0,79.0,4,4.0,0,0,0,0,9
2016,47.1977310180664,82.0,7.3809709548950195,Grenchen,2540,3.5,Wohnung,420000.0,0.0,31.0,47.0,17,35.0,0,0,0,0,36
1398,47.6606254577637,201.0,8.85796356201172,Stein am Rhein,8260,8.5,Einfamilienhaus,1190000.0,0.17057272705345555,38.0,63.0,44,89.0,19,3,3,16,141
2014,47.393238067627,171.0,7.7319622039794895,Oberdorf (BL),4436,6.5,Sonstiges,799000.0,0.0,25.0,43.0,0,0.0,0,0,0,0,0
2011,47.3664321899414,135.0,8.092602729797362,Gränichen,5722,4.5,Sonstiges,695000.0,0.009234149938347279,31.0,45.0,4,6.0,3,0,3,0,15
1980,46.799224853515604,50.0,9.83285522460938,Davos,7270,2.0,Wohnung,460000.0,0.010848918195527765,95.0,141.0,3,30.0,3,0,0,3,24
2010,46.606685638427706,100.0,9.59286403656006,Surses,7452,4.5,Wohnung,599000.0,0.017371084038272762,93.0,155.0,9,17.0,3,0,0,3,29
2014,46.1644821166992,108.0,8.77306270599365,Ascona,6612,3.5,Sonstiges,705000.0,0.040679933996536286,35.0,74.0,5,33.0,3,0,0,3,74
1936,46.940982818603494,110.0,7.4330096244812,Bern,3007,2.5,Wohnung,1150000.0,0.012486738370103912,0.0,0.0,8,71.0,26,0,3,23,150
2017,47.360530853271506,133.0,9.0714168548584,Bütschwil-Ganterschwil,9606,4.5,Wohnung,665000.0,0.027564706607145557,41.0,68.0,5,5.0,3,0,3,3,12
1999,46.9354400634766,160.0,8.27428245544434,Alpnach,6055,5.5,Wohnung,795000.0,0.0034826699473260087,41.0,76.0,9,46.0,0,0,0,0,97
1994,47.439273834228494,97.0,7.53993225097656,Zwingen,4222,4.5,Einfamilienhaus,730000.0,0.02461680763115046,19.0,20.0,18,40.0,3,0,0,3,104
1970,47.3672370910645,170.0,7.89681196212769,Trimbach,4632,7.5,Einfamilienhaus,945000.0,0.0,32.0,46.0,7,8.0,3,0,0,3,24
2011,46.1479682922363,128.0,7.13607549667358,Fully,1926,4.5,Wohnung,598000.0,0.028545509174818438,42.0,74.0,10,12.0,3,0,0,3,30
1832,47.4811477661133,290.0,8.23063468933105,Windisch,5210,5.0,Wohnung,1870000.0,0.11422166170306836,21.0,35.0,4,29.0,8,3,0,7,61
2017,47.416465759277294,145.0,8.13283157348633,Auenstein,5105,4.5,Wohnung,909500.0,0.06951079674047711,25.0,50.0,7,12.0,0,0,0,0,25
1986,46.60408020019529,87.0,10.428011894226099,Val Müstair,7536,2.0,Wohnung,330000.0,0.0,151.0,226.0,2,11.0,3,0,0,3,17
2017,46.829551696777294,89.0,6.9605607986450195,Corcelles-près-Payerne,1562,3.5,Wohnung,490000.0,0.007422707678025896,28.0,57.0,5,15.0,3,0,0,3,26
1945,47.4276123046875,80.0,7.41204690933228,Kleinlützel,4245,4.5,Einfamilienhaus,340000.0,0.09723260080399768,25.0,38.0,8,22.0,3,0,0,3,40
1971,46.878211975097706,34.0,9.879457473754881,Klosters-Serneus,7250,1.5,Wohnung,210000.0,0.007324111086244749,85.0,112.0,5,20.0,0,0,0,0,7
1996,46.036956787109396,330.0,9.0077018737793,Lugano,6965,8.0,Einfamilienhaus,2890000.0,0.0,8.0,18.0,3,3.0,3,0,0,3,0
2017,47.59506607055661,195.0,8.49565029144287,Hüntwangen,8194,5.5,Einfamilienhaus,1520000.0,0.006964244289335367,23.0,41.0,8,9.0,0,0,0,0,19
2008,46.815158843994105,165.0,7.50872802734375,Mühlethurnen,3127,5.5,Einfamilienhaus,1100000.0,0.005150238424138928,17.0,27.0,11,28.0,4,0,3,3,66
2011,47.16805267333979,164.0,8.984795570373539,Reichenburg,8864,5.5,Einfamilienhaus,1450000.0,0.003703599226993887,29.0,45.0,18,18.0,0,0,0,0,62
1981,46.958911895752,265.0,7.02658224105835,Cudrefin,1588,7.5,Einfamilienhaus,950000.0,0.23404852506568385,27.0,77.0,4,4.0,0,0,0,0,9
1939,47.0967826843262,95.0,7.16666507720947,Twann-Tüscherz,2513,4.5,Einfamilienhaus,1300000.0,0.5122089246275884,32.0,52.0,4,4.0,0,0,0,0,3
1996,47.1989517211914,100.0,7.382171630859378,Grenchen,2540,5.5,Mehrfamilienhaus,652000.0,0.0,31.0,47.0,33,40.0,3,0,0,3,87
2010,47.22165298461911,102.0,8.46575450897217,Knonau,8934,3.5,Wohnung,630000.0,0.0,18.0,31.0,10,28.0,3,0,0,3,71
1966,47.460521697998,115.0,8.662184715271,Nürensdorf,8309,5.5,Einfamilienhaus,870000.0,0.0,16.0,21.0,17,24.0,3,3,0,3,61
2016,47.2238349914551,130.0,7.54430723190308,Feldbrunnen-St. Niklaus,4532,4.5,Wohnung,1395000.0,0.0,29.0,59.0,8,9.0,0,0,0,0,25
2013,47.1564064025879,152.0,9.05045413970947,Schänis,8718,5.5,Sonstiges,915000.0,0.002457862777640963,32.0,55.0,6,11.0,0,0,0,0,26
2007,46.984748840332,180.0,8.4049825668335,Ennetbürgen,6373,5.5,Sonstiges,1750000.0,0.003493317192572068,43.0,101.0,5,14.0,3,0,0,3,16
2010,47.255123138427706,263.0,8.76615238189697,Hombrechtikon,8634,5.5,Mehrfamilienhaus,1390000.0,0.03840958681391808,22.0,39.0,14,14.0,3,0,0,3,42
1993,47.3815994262695,199.0,9.27822303771973,Herisau,9100,6.5,Sonstiges,750000.0,0.0004244854309778768,46.0,76.0,13,38.0,3,0,3,3,64
1994,46.8107299804688,145.0,9.40079307556152,Bonaduz,7402,5.5,Wohnung,750000.0,0.1855763535570944,70.0,109.0,6,32.0,3,0,0,3,72
1959,47.4053421020508,90.0,8.47444629669189,Oberengstringen,8102,3.5,Wohnung,600000.0,0.04177628180125662,6.0,15.0,10,40.0,5,0,0,5,62
1820,47.14054107666021,437.0,6.96816205978394,Sonvilier,2615,10.0,Einfamilienhaus,850000.0,0.004451216117836722,54.0,90.0,4,9.0,0,0,0,0,18
